SeriesInstanceUID,Manufacturer,Split
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.223098610241551815995595311693,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.323535944958374186208096541480,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.897279226481700053115245043064,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.170765551637157813497344006818,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.152944699527354927160275613434,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.110835886706944718242055570943,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.302876782304722412779805665588,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.332510758903897288735539953182,3,train
