Test,Method,Metric,mu,learning_rate,tau,server_learning_rate,beta1,beta2,optimizer_class,deterministic_cycle
client_test_1,FedYogi500,0.8863636363636364,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.7592592592592593,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.3333333333333333,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.9787234042553192,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,0.6666666666666666,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7095238095238096,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.4972067039106145,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.1590909090909091,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.2592592592592592,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.7083333333333334,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.0212765957446808,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,0.3333333333333333,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.3465201465201465,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.5921787709497207,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.8863636363636364,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.75,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.3541666666666667,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.9787234042553192,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,0.6666666666666666,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7142857142857143,,1e-05,,10.0,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.8994413407821229,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.5,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.5833333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.7446808510638298,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7472527472527473,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8966480446927374,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.4722222222222222,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.7446808510638298,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7271062271062271,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.8994413407821229,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.5,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.5833333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.7446808510638298,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7472527472527473,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8966480446927374,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.4722222222222222,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.7446808510638298,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7271062271062271,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.8966480446927374,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.4629629629629629,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.7446808510638298,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.7252747252747253,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.8910614525139665,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.5227272727272727,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.4351851851851852,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.6458333333333334,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.723404255319149,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,1.0,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7161172161172161,,0.0001,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.8072625698324022,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.75,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.6203703703703703,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.4791666666666667,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.8936170212765957,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.780952380952381,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8910614525139665,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.5909090909090909,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.5462962962962963,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.5833333333333334,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.8085106382978723,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7743589743589744,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.8072625698324022,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.75,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.6203703703703703,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.4791666666666667,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.8936170212765957,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.780952380952381,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8910614525139665,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.5909090909090909,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.5462962962962963,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.5833333333333334,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.8085106382978723,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7743589743589744,,0.0001,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.888268156424581,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.6136363636363636,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.5555555555555556,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.5625,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.851063829787234,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7879120879120879,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.9022346368715084,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.5,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.4814814814814814,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.6041666666666666,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.7446808510638298,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7388278388278389,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad100,0.8966480446927374,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad100,0.5227272727272727,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad100,0.4629629629629629,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad100,0.6458333333333334,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad100,0.7446808510638298,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad100,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad100,0.726007326007326,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdagrad500,0.8910614525139665,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdagrad500,0.5227272727272727,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdagrad500,0.4351851851851852,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdagrad500,0.6458333333333334,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdagrad500,0.723404255319149,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdagrad500,1.0,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdagrad500,0.7164835164835165,,0.01,,0.001,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam100,0.7737430167597765,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam100,0.7727272727272727,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam100,0.7037037037037037,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam100,0.5208333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam100,0.9787234042553192,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam100,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam100,0.7868131868131868,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedAdam500,0.8547486033519553,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedAdam500,0.6818181818181818,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedAdam500,0.5833333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedAdam500,0.5208333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedAdam500,0.8723404255319149,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedAdam500,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedAdam500,0.7978021978021979,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi100,0.7737430167597765,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi100,0.7727272727272727,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi100,0.7037037037037037,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi100,0.5208333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi100,0.9787234042553192,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi100,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi100,0.7868131868131868,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,FedYogi500,0.8547486033519553,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_1,FedYogi500,0.6818181818181818,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_2,FedYogi500,0.5833333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_3,FedYogi500,0.5208333333333334,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_4,FedYogi500,0.8723404255319149,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_5,FedYogi500,1.0,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
Pooled Test,FedYogi500,0.7978021978021979,,0.01,,0.01,,,<class 'torch.optim.sgd.SGD'>,
client_test_0,Cyclic100,0.6759776536312849,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.8863636363636364,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.7314814814814815,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.4583333333333333,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,1.0,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,0.6666666666666666,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7553113553113553,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.4259259259259259,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,0.1,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic100,0.8966480446927374,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.5227272727272727,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.4722222222222222,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.6458333333333334,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,0.7446808510638298,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,1.0,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7271062271062271,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.4259259259259259,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,1e-05,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic100,0.9022346368715084,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.5909090909090909,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.5370370370370371,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.5625,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,0.7659574468085106,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,1.0,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7692307692307693,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.4259259259259259,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,0.0001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic100,0.770949720670391,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.7954545454545454,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.6481481481481481,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.4583333333333333,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,0.9361702127659576,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,1.0,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7681318681318682,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.4259259259259259,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,0.001,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic100,0.8910614525139665,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.5454545454545454,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.4722222222222222,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.6041666666666666,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,0.7446808510638298,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,1.0,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7483516483516484,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.4259259259259259,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,0.01,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic100,0.8910614525139665,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic100,0.5227272727272727,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic100,0.4259259259259259,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic100,0.6458333333333334,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic100,0.723404255319149,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic100,1.0,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic100,0.7157509157509158,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_0,Cyclic500,0.8910614525139665,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_1,Cyclic500,0.5227272727272727,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_2,Cyclic500,0.42592592592592593,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_3,Cyclic500,0.6458333333333334,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_4,Cyclic500,0.723404255319149,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
client_test_5,Cyclic500,1.0,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
Pooled Test,Cyclic500,0.7157509157509158,,1.0,,,,,<class 'torch.optim.sgd.SGD'>,False
